Day,Time,Student,Activity
89,15:03:04,A072,Viewed sample solutions of Homework 7
89,15:07:30,A072,Viewed the feedback on Homework 6 in Estonian
89,15:07:52,A072,Viewed the feedback on Homework 5 in Estonian
89,15:09:50,A072,Viewed sample solutions of Homework 7
89,15:10:07,A072,Viewed sample solutions of Homework 7
89,15:10:32,A072,Viewed sample solutions of Homework 6
89,15:10:40,A072,Viewed sample solutions of Homework 5
89,15:12:59,A083,Viewed the feedback on Homework 7 in Estonian
89,15:13:26,A072,Viewed Week 10 study materials in Estonian
89,15:14:46,A083,Viewed Week 10 study materials in Estonian
89,15:15:03,A083,Viewed Week 9 study materials in Estonian
89,15:15:29,A072,Viewed the feedback on Homework 7 in Estonian
89,15:18:36,A072,Viewed Week 11 study materials in Estonian
89,15:22:56,A072,Watched Week 11 lecture recording
89,15:43:57,A017,Viewed the feedback on Homework 7 in English
89,15:44:46,A030,Viewed Week 13 study materials in English
89,15:46:30,A030,Viewed Week 9 lecture slides
89,15:46:49,A017,Viewed the feedback on Homework 7 in English
89,15:46:51,A017,Viewed sample solutions of Homework 7
89,15:47:33,A017,Viewed the feedback on Homework 7 in English
89,15:53:50,A030,Started Homework 9 in Estonian
89,15:54:15,A030,Viewed Week 12 study materials in Estonian
89,16:17:20,A061,Viewed the feedback on Homework 7 in Estonian
89,16:34:43,A061,Viewed the feedback on the midterm exam
89,16:36:21,A061,Viewed the feedback on the midterm exam
89,16:36:23,A061,Viewed the feedback on the midterm exam
89,16:36:25,A061,Viewed the feedback on the midterm exam
89,16:37:25,A061,Read a post in the announcements forum
89,16:46:24,A025,Read a post in the announcements forum
89,16:48:12,A025,Viewed the feedback on Homework 7 in Estonian
89,17:20:17,A058,Watched Week 13 lecture recording
89,17:30:56,A002,Viewed the feedback on Homework 6 in Estonian
89,17:32:14,A002,Viewed the feedback on Homework 4 in Estonian
89,17:32:41,A002,Read a post in the announcements forum
89,17:32:45,A002,Read a post in the announcements forum
89,17:32:56,A002,Started Homework 8 in Estonian
89,17:34:39,A002,Viewed Week 11 lecture slides
89,17:39:14,A002,Viewed Week 11 study materials in Estonian
89,17:39:22,A002,Viewed Week 10 study materials in Estonian
89,18:33:29,A030,Viewed Week 12 study materials in English
89,18:34:41,A002,Started Homework 8 in English
89,18:39:49,A030,Viewed Week 12 study materials in English
89,18:57:12,A065,Viewed the feedback on Homework 7 in Estonian
89,18:57:12,A065,Viewed the feedback on Homework 7 in Estonian
89,18:58:08,A065,Viewed the feedback on Homework 6 in Estonian
89,18:58:08,A065,Viewed the feedback on Homework 6 in Estonian
89,18:58:40,A065,Viewed the feedback on the midterm exam
89,18:58:40,A065,Viewed the feedback on the midterm exam
89,18:58:44,A065,Viewed the feedback on the midterm exam
89,18:58:44,A065,Viewed the feedback on the midterm exam
89,19:25:17,A052,Viewed the feedback on Homework 7 in Estonian
89,19:26:17,A052,Viewed the feedback on Homework 7 in Estonian
89,19:27:04,A058,Viewed Week 13 study materials in Estonian
89,19:27:58,A052,Viewed sample solutions of Homework 7
89,19:37:30,A046,Started Homework 9 in Estonian
89,19:38:20,A046,Started Homework 10 in Estonian
89,20:05:21,A082,Viewed Week 11 study materials in Estonian
89,20:05:39,A009,Read a post in the announcements forum
89,20:05:41,A082,Viewed Week 11 lecture slides
89,20:06:03,A009,Started Homework 8 in Estonian
89,20:06:13,A082,Viewed Week 12 lecture slides
89,20:06:44,A082,Viewed Week 12 study materials in Estonian
89,20:06:52,A082,Viewed Week 9 lecture slides
89,20:07:20,A082,Viewed Week 9 study materials in Estonian
89,20:07:23,A082,Viewed Week 9 study materials in Estonian
89,20:07:32,A082,Viewed Week 9 study materials in Estonian
89,20:07:54,A082,Viewed Week 10 study materials in Estonian
89,20:18:06,A030,Submitted Homework 9 in English
89,20:19:02,A030,Viewed Week 13 study materials in English
89,20:23:57,A033,Viewed the feedback on Homework 7 in English
89,20:46:11,A017,Viewed the feedback on Homework 7 in English
89,21:30:40,A067,Watched Week 12 lecture recording
89,22:23:24,A027,Viewed Week 9 study materials in English
89,22:24:05,A027,Viewed Week 10 study materials in English
89,22:24:16,A027,Viewed Week 11 study materials in English
89,22:25:34,A027,Viewed Week 9 lecture slides
89,22:28:13,A027,Watched Week 11 lecture recording
89,22:31:04,A027,Viewed Week 8 lecture slides
89,23:10:58,A015,Viewed the feedback on Homework 7 in Estonian
89,23:12:39,A015,Viewed the feedback on Homework 6 in Estonian
89,23:27:16,A067,Viewed the feedback on Homework 7 in Estonian
89,23:27:34,A067,Viewed the feedback on Homework 7 in Estonian
89,23:40:42,A098,Submitted Homework 8 in Estonian
89,23:41:04,A098,Started Homework 9 in Estonian
89,23:42:02,A098,Viewed Week 12 study materials in Estonian
89,23:47:43,A099,Viewed the feedback on Homework 7 in Estonian
90,03:10:20,A043,Viewed the feedback on Homework 7 in Estonian
90,08:43:49,A030,Viewed Week 12 study materials in English
90,08:50:58,A030,Viewed Week 13 study materials in English
90,10:45:54,A043,Viewed the feedback on Homework 7 in Estonian
90,11:25:29,A058,Viewed Week 11 study materials in Estonian
90,11:25:59,A058,Viewed Week 10 study materials in Estonian
90,11:26:16,A058,Viewed Week 11 study materials in Estonian
90,12:05:48,A067,Viewed Week 12 study materials in Estonian
90,12:25:17,A030,Viewed Week 13 lecture slides
90,12:40:53,A030,Submitted Homework 10 in English
90,12:41:10,A058,Viewed Week 12 study materials in Estonian
90,12:43:48,A058,Viewed Week 13 study materials in Estonian
90,12:44:24,A058,Viewed Week 12 study materials in Estonian
90,13:07:05,A086,Watched Week 13 lecture recording
90,13:17:50,A086,Viewed Week 13 study materials in English
90,14:04:06,A067,Viewed Week 11 study materials in Estonian
90,14:09:35,A067,Viewed Week 12 study materials in Estonian
90,14:23:54,A067,Viewed sample solutions of Homework 7
90,14:27:34,A067,Viewed Week 11 lecture slides
90,14:27:54,A067,Viewed Week 11 study materials in Estonian
90,14:28:34,A067,Viewed Week 10 study materials in Estonian
90,14:28:48,A067,Viewed Week 11 study materials in English
90,14:31:36,A067,Viewed sample solutions of Homework 7
90,14:57:59,A082,Viewed Week 9 study materials in Estonian
90,14:58:06,A082,Viewed Week 10 study materials in Estonian
90,14:58:15,A082,Viewed Week 11 lecture slides
90,14:58:16,A082,Viewed Week 11 study materials in Estonian
90,15:40:26,A058,Started Homework 8 in English
90,15:55:23,A033,Started Homework 8 in English
90,16:06:43,A058,Submitted Homework 8 in Estonian
90,16:13:43,A064,Viewed sample solutions of Homework 7
90,17:25:11,A039,Viewed the feedback on Homework 7 in Estonian
90,17:26:45,A002,Viewed the feedback on Homework 7 in Estonian
90,17:36:47,A039,Viewed the course information page
90,17:42:15,A054,Started Homework 9 in Estonian
90,17:42:47,A054,Viewed Week 8 study materials in Estonian
90,17:47:04,A054,Viewed the course information page
90,18:39:51,A023,Watched Week 12 lecture recording
90,19:25:01,A023,Viewed Week 12 study materials in Estonian
90,19:32:08,A023,Viewed Week 11 study materials in Estonian
90,19:36:31,A067,Viewed Week 10 study materials in Estonian
90,19:43:01,A039,Viewed Week 12 study materials in Estonian
90,19:44:57,A039,Started Homework 8 in Estonian
90,19:50:10,A039,Viewed Week 9 lecture slides
90,19:53:03,A026,Viewed the feedback on Homework 7 in Estonian
90,20:15:08,A004,Watched Week 11 lecture recording
90,20:25:53,A004,Viewed the feedback on Homework 7 in Estonian
90,20:50:35,A056,Started Homework 10 in English
90,21:05:54,A023,Viewed Week 12 study materials in Estonian
90,21:14:00,A006,Viewed the feedback on Homework 7 in Estonian
90,21:14:28,A066,Viewed the feedback on Homework 7 in Estonian
90,21:15:46,A066,Viewed the feedback on Homework 7 in Estonian
90,21:37:15,A067,Viewed Week 8 study materials in Estonian
90,22:32:24,A050,Viewed the feedback on Homework 5 in Estonian
90,22:32:50,A050,Viewed the feedback on Homework 7 in Estonian
90,22:53:19,A033,Submitted Homework 8 in English
90,23:06:02,A098,Viewed Week 12 study materials in Estonian
91,01:36:06,A098,Viewed Week 11 study materials in Estonian
91,01:40:19,A098,Viewed Week 10 study materials in Estonian
91,01:40:31,A098,Viewed Week 9 study materials in Estonian
91,02:00:40,A098,Submitted Homework 9 in Estonian
91,08:15:55,A061,Viewed Week 1 study materials in Estonian
91,10:37:54,A031,Viewed sample solutions of Homework 7
91,10:41:05,A031,Viewed the feedback on Homework 7 in Estonian
91,10:46:15,A031,Started Homework 8 in Estonian
91,10:46:47,A051,Viewed the feedback on Homework 7 in Estonian
91,10:47:36,A090,Read a post in the announcements forum
91,10:47:45,A031,Started Homework 9 in Estonian
91,10:47:55,A090,Viewed sample solutions of Homework 7
91,10:55:44,A090,Viewed the feedback on Homework 7 in Estonian
91,11:03:22,A090,Started Homework 10 in Estonian
91,11:04:44,A090,Started Homework 9 in Estonian
91,11:25:09,A084,Viewed the feedback on Homework 7 in Estonian
91,11:42:52,A064,Viewed the feedback on Homework 6 in Estonian
91,11:43:01,A064,Viewed the feedback on Homework 7 in Estonian
91,12:03:30,A075,Viewed Week 10 study materials in Estonian
91,12:03:45,A075,Viewed Week 9 study materials in Estonian
91,12:03:51,A075,Viewed Week 10 study materials in Estonian
91,12:04:01,A075,Viewed Week 11 study materials in Estonian
91,12:30:25,A075,Started Homework 8 in Estonian
91,12:31:39,A064,Viewed Week 5 study materials in Estonian
91,13:02:55,A008,Started Homework 8 in Estonian
91,13:03:40,A008,Read a post in the announcements forum
91,13:04:01,A008,Viewed the feedback on Homework 7 in Estonian
91,13:07:02,A008,Viewed Week 9 study materials in Estonian
91,13:07:21,A008,Viewed Week 10 study materials in Estonian
91,13:20:39,A008,Viewed Week 11 study materials in Estonian
91,13:20:42,A008,Viewed Week 13 study materials in Estonian
91,13:32:27,A006,Started Homework 10 in Estonian
91,13:32:48,A041,Viewed the feedback on Homework 7 in Estonian
91,13:34:42,A075,Watched past years' Week 11 lecture recording
91,13:35:07,A006,Viewed Week 10 study materials in Estonian
91,13:35:20,A041,Watched Week 13 lecture recording
91,13:37:19,A075,Read a post in the announcements forum
91,13:37:26,A075,Read a post in the announcements forum
91,13:48:38,A051,Viewed Week 11 study materials in Estonian
91,13:52:50,A051,Viewed Week 11 study materials in Estonian
91,13:54:33,A008,Submitted Homework 8 in Estonian
91,14:06:16,A081,Read a post in the announcements forum
91,14:10:15,A051,Viewed Week 10 study materials in Estonian
91,14:15:57,A103,Viewed the feedback on Homework 7 in English
91,14:21:43,A041,Viewed Week 12 study materials in Estonian
91,14:29:25,A041,Viewed the course information page
91,14:47:00,A090,Viewed Week 11 lecture slides
91,14:47:01,A090,Viewed Week 11 study materials in Estonian
91,15:01:29,A051,Viewed sample solutions of Homework 7
91,15:02:38,A086,Started Homework 8 in English
91,15:03:42,A051,Viewed the feedback on Homework 7 in Estonian
91,15:07:10,A064,Viewed Week 11 lecture slides
91,15:10:31,A075,Viewed Week 7 study materials in Estonian
91,15:18:11,A075,Viewed Week 7 study materials in Estonian
91,15:18:15,A075,Viewed Week 6 study materials in Estonian
91,15:18:19,A075,Viewed Week 5 study materials in Estonian
91,15:33:31,A072,Viewed Week 11 study materials in Estonian
91,15:39:09,A064,Viewed Week 5 study materials in Estonian
91,15:44:52,A071,Viewed the feedback on Homework 7 in English
91,15:46:09,A041,Viewed the course information page
91,15:48:02,A071,Started Homework 8 in English
91,15:50:42,A090,Started Homework 8 in Estonian
91,15:53:15,A090,Viewed Week 10 study materials in Estonian
91,15:54:37,A090,Viewed Week 10 study materials in Estonian
91,16:07:21,A090,Viewed Week 10 study materials in English
91,16:07:45,A051,Submitted Homework 8 in Estonian
91,16:07:55,A090,Viewed Week 9 lecture slides
91,16:08:01,A090,Viewed Week 9 lecture slides
91,16:09:33,A090,Viewed Week 9 study materials in Estonian
91,16:09:57,A090,Viewed Week 9 study materials in Estonian
91,16:18:05,A039,Watched Week 13 lecture recording
91,16:24:05,A064,Viewed Week 5 study materials in Estonian
91,16:24:06,A064,Viewed Week 6 study materials in Estonian
91,16:37:01,A090,Viewed sample solutions of Homework 7
91,16:52:54,A072,Viewed Week 12 study materials in Estonian
91,16:52:59,A072,Viewed Week 11 study materials in Estonian
91,16:55:21,A092,Started Homework 8 in Estonian
91,17:08:10,A092,Read a post in the announcements forum
91,17:08:24,A092,Viewed sample solutions of Homework 7
91,17:10:21,A072,Viewed Week 11 study materials in English
91,17:10:59,A072,Viewed Week 11 study materials in Estonian
91,17:13:32,A072,Read a post in the announcements forum
91,17:13:39,A072,Read a post in the announcements forum
91,17:13:46,A092,Viewed Week 11 study materials in Estonian
91,17:13:51,A072,Read a post in the announcements forum
91,17:13:56,A092,Viewed Week 10 study materials in Estonian
91,17:14:59,A072,Viewed the course information page
91,17:22:17,A092,Viewed the feedback on Homework 7 in Estonian
91,17:24:36,A072,Viewed Week 13 lecture slides
91,17:27:36,A072,Watched Week 13 lecture recording
91,17:29:14,A072,Viewed the feedback on Homework 7 in Estonian
91,17:31:24,A072,Read a post in the announcements forum
91,17:34:26,A092,Viewed Week 11 study materials in Estonian
91,17:45:22,A072,Watched past years' Week 11 lecture recording
91,17:45:24,A072,Viewed Week 11 study materials in Estonian
91,17:50:20,A072,Viewed Week 11 study materials in English
91,17:50:38,A072,Viewed Week 11 study materials in Estonian
91,17:50:39,A072,Watched past years' Week 11 lecture recording
91,17:50:40,A072,Viewed Week 11 study materials in Estonian
91,18:02:06,A092,Submitted Homework 8 in Estonian
91,18:08:15,A090,Viewed Week 11 study materials in Estonian
91,18:12:16,A077,Viewed the feedback on Homework 7 in English
91,18:31:31,A095,Started Homework 9 in English
91,18:31:47,A095,Started Homework 9 in Estonian
91,19:01:08,A090,Submitted Homework 8 in Estonian
91,19:01:51,A039,Viewed Week 5 lecture slides
91,19:01:55,A039,Viewed Week 5 study materials in Estonian
91,19:02:29,A039,Viewed Week 8 study materials in Estonian
91,19:03:26,A039,Viewed Week 6 study materials in Estonian
91,19:04:47,A090,Viewed past years' exams
91,19:09:18,A015,Viewed the feedback on Homework 7 in Estonian
91,19:28:25,A055,Started Homework 9 in Estonian
91,19:30:56,A023,Watched Week 12 lecture recording
91,19:39:29,A039,Viewed Week 6 study materials in Estonian
91,19:39:45,A039,Viewed Week 7 study materials in Estonian
91,19:39:52,A039,Viewed Week 8 study materials in Estonian
91,19:40:07,A039,Viewed Week 9 study materials in Estonian
91,19:40:12,A039,Viewed Week 10 study materials in Estonian
91,19:40:28,A039,Viewed Week 11 study materials in Estonian
91,20:00:22,A086,Viewed the feedback on Homework 7 in English
91,20:01:15,A086,Viewed the feedback on Homework 6 in English
91,20:02:19,A086,Viewed the feedback on Homework 5 in English
91,20:04:02,A086,Viewed sample solutions of Homework 5
91,20:07:31,A039,Viewed Week 12 study materials in Estonian
91,20:08:07,A039,Viewed Week 9 study materials in Estonian
91,20:08:44,A039,Viewed Week 10 study materials in Estonian
91,20:08:59,A039,Viewed Week 13 study materials in Estonian
91,20:09:07,A039,Viewed Week 12 lecture slides
91,20:09:22,A039,Viewed Week 11 lecture slides
91,20:10:31,A004,Started Homework 8 in Estonian
91,20:14:43,A023,Viewed Week 12 study materials in Estonian
91,20:28:52,A086,Viewed sample solutions of Homework 6
91,20:29:16,A075,Viewed Week 11 study materials in Estonian
91,20:29:28,A055,Read a post in the announcements forum
91,20:29:37,A055,Read a post in the announcements forum
91,20:32:55,A075,Watched Week 11 lecture recording
91,20:34:07,A086,Viewed sample solutions of Homework 7
91,20:34:09,A086,Viewed the feedback on Homework 7 in English
91,20:34:56,A039,Viewed Week 7 lecture slides
91,20:37:06,A055,Viewed Week 10 study materials in Estonian
91,20:40:40,A055,Viewed sample solutions of Homework 7
91,20:41:11,A055,Viewed Week 11 study materials in Estonian
91,20:41:59,A039,Viewed Week 12 study materials in Estonian
91,20:46:31,A055,Viewed Week 9 lecture slides
91,20:48:47,A055,Viewed Week 10 study materials in English
91,20:49:00,A055,Viewed Week 10 study materials in Estonian
91,20:51:03,A039,Viewed Week 7 study materials in Estonian
91,20:51:15,A039,Viewed Week 8 study materials in Estonian
91,20:54:31,A006,Viewed Week 11 study materials in Estonian
91,20:58:52,A006,Viewed Week 12 study materials in Estonian
91,21:03:21,A018,Started Homework 8 in Estonian
91,21:06:39,A039,Viewed the course information page
91,21:07:09,A039,Viewed Week 1 lecture slides
91,21:11:56,A002,Viewed the feedback on Homework 6 in Estonian
91,21:12:08,A002,Viewed the feedback on Homework 5 in Estonian
91,21:36:46,A029,Started Homework 8 in Estonian
91,21:39:34,A029,Viewed Week 11 study materials in Estonian
91,21:58:30,A002,Viewed the feedback on Homework 7 in Estonian
91,21:59:39,A039,Viewed the feedback on Homework 7 in Estonian
91,22:12:37,A002,Viewed the feedback on Homework 6 in Estonian
91,23:04:53,A005,Viewed Week 13 study materials in Estonian
91,23:05:28,A002,Viewed the feedback on Homework 5 in Estonian
91,23:05:38,A039,Viewed the feedback on Homework 5 in Estonian
92,01:16:55,A052,Started Homework 8 in Estonian
92,01:17:29,A052,Viewed Week 11 study materials in Estonian
92,01:17:34,A052,Viewed Week 11 lecture slides
92,01:17:50,A052,Viewed Week 11 lecture slides
92,01:19:27,A052,Watched Week 11 lecture recording
92,01:44:59,A066,Viewed Week 13 study materials in Estonian
92,01:48:44,A052,Viewed Week 12 lecture slides
92,01:48:50,A052,Viewed Week 12 lecture slides
92,01:49:38,A052,Viewed Week 13 lecture slides
92,01:49:42,A052,Viewed Week 13 lecture slides
92,08:51:52,A023,Viewed Week 11 study materials in Estonian
92,09:02:44,A023,Viewed Week 12 study materials in Estonian
92,09:31:15,A004,Watched Week 12 lecture recording
92,09:36:46,A005,Viewed Week 13 study materials in Estonian
92,09:44:31,A071,Read a post in the announcements forum
92,09:45:23,A071,Viewed Week 11 study materials in English
92,09:47:05,A079,Started Homework 8 in Estonian
92,09:48:05,A079,Started Homework 8 in English
92,10:10:40,A020,Viewed the feedback on Homework 7 in Estonian
92,10:11:30,A018,Viewed Week 13 study materials in Estonian
92,10:11:33,A020,Viewed the course information page
92,10:11:42,A064,Viewed Week 13 study materials in Estonian
92,10:14:45,A005,Read a post in the announcements forum
92,10:15:10,A005,Viewed Week 13 study materials in Estonian
92,10:15:17,A005,Viewed Week 13 study materials in Estonian
92,10:20:10,A095,Viewed Week 12 study materials in Estonian
92,10:20:54,A095,Viewed sample solutions of Homework 7
92,10:21:22,A095,Viewed sample solutions of Homework 7
92,10:21:24,A095,Viewed sample solutions of Homework 7
92,10:21:25,A095,Viewed sample solutions of Homework 7
92,10:21:25,A095,Viewed sample solutions of Homework 7
92,10:21:25,A095,Viewed sample solutions of Homework 7
92,10:21:25,A095,Viewed sample solutions of Homework 7
92,10:21:46,A095,Viewed sample solutions of Homework 7
92,10:22:02,A095,Viewed sample solutions of Homework 7
92,10:22:06,A066,Viewed Week 13 study materials in Estonian
92,10:23:40,A064,Viewed Week 12 study materials in Estonian
92,10:29:40,A077,Watched Week 12 lecture recording
92,10:33:28,A046,Read a post in the announcements forum
92,10:34:04,A095,Viewed Week 12 study materials in Estonian
92,10:35:53,A060,Started Homework 8 in Estonian
92,10:43:14,A064,Viewed Week 13 study materials in Estonian
92,10:43:29,A095,Viewed Week 13 study materials in Estonian
92,10:43:41,A095,Viewed Week 13 study materials in Estonian
92,10:43:42,A095,Viewed Week 13 study materials in Estonian
92,10:43:42,A095,Viewed Week 13 study materials in Estonian
92,10:43:42,A095,Viewed Week 13 study materials in Estonian
92,10:43:52,A095,Viewed Week 13 study materials in Estonian
92,10:44:07,A043,Viewed Week 13 study materials in Estonian
92,10:45:35,A006,Viewed Week 12 study materials in Estonian
92,10:46:26,A006,Viewed Week 13 study materials in Estonian
92,10:52:06,A001,Viewed the feedback on Homework 7 in Estonian
92,10:53:43,A001,Viewed sample solutions of Homework 7
92,10:54:27,A001,Viewed sample solutions of Homework 7
92,11:06:16,A019,Started Homework 8 in Estonian
92,11:15:47,A066,Viewed the feedback on Homework 7 in Estonian
92,11:46:03,A006,Viewed Week 11 study materials in Estonian
92,11:46:20,A006,Viewed Week 12 study materials in Estonian
92,11:47:57,A018,Viewed the feedback on Homework 7 in Estonian
92,11:51:57,A018,Viewed sample solutions of Homework 7
92,12:00:10,A095,Viewed Week 11 study materials in Estonian
92,12:00:15,A095,Viewed Week 11 study materials in Estonian
92,12:00:37,A095,Viewed Week 10 study materials in Estonian
92,12:00:56,A095,Viewed Week 9 study materials in Estonian
92,12:02:15,A095,Viewed Week 11 study materials in Estonian
92,12:02:47,A074,Read a post in the announcements forum
92,12:03:00,A095,Viewed sample solutions of Homework 6
92,12:03:34,A095,Viewed sample solutions of Homework 4
92,12:05:10,A026,Viewed Week 11 study materials in Estonian
92,12:05:30,A045,Read a post in the announcements forum
92,12:05:58,A052,Viewed Week 12 study materials in Estonian
92,12:05:59,A052,Viewed Week 12 study materials in Estonian
92,12:07:13,A077,Viewed Week 12 study materials in English
92,12:07:48,A077,Watched Week 13 lecture recording
92,12:08:32,A052,Viewed Week 13 study materials in Estonian
92,12:09:11,A029,Viewed the feedback on Homework 7 in Estonian
92,12:09:27,A038,Viewed the feedback on Homework 7 in English
92,12:10:48,A052,Viewed Week 12 study materials in Estonian
92,12:11:06,A030,Viewed Week 13 study materials in English
92,12:12:14,A022,Viewed the feedback on Homework 6 in Estonian
92,12:12:34,A034,Viewed Week 12 lecture slides
92,12:12:40,A034,Viewed Week 12 study materials in Estonian
92,12:13:24,A034,Viewed Week 13 study materials in Estonian
92,12:13:35,A022,Viewed the feedback on Homework 5 in English
92,12:13:49,A017,Viewed Week 11 study materials in English
92,12:13:50,A022,Viewed the feedback on Homework 6 in English
92,12:14:06,A017,Viewed Week 11 study materials in Estonian
92,12:14:22,A022,Viewed the feedback on Homework 6 in Estonian
92,12:14:48,A022,Viewed the feedback on Homework 7 in English
92,12:15:31,A017,Viewed Week 12 study materials in English
92,12:15:45,A022,Viewed Week 13 study materials in English
92,12:16:47,A038,Viewed Week 12 study materials in English
92,12:17:29,A077,Viewed Week 13 study materials in English
92,12:17:37,A038,Viewed Week 13 study materials in English
92,12:21:36,A086,Viewed Week 13 study materials in English
92,12:25:45,A026,Viewed Week 10 study materials in Estonian
92,12:26:13,A026,Viewed Week 12 study materials in Estonian
92,12:26:28,A026,Viewed Week 11 lecture slides
92,12:30:54,A052,Viewed Week 13 study materials in Estonian
92,12:31:08,A026,Viewed Week 12 lecture slides
92,12:34:48,A026,Viewed Week 11 lecture slides
92,12:35:59,A009,Read a post in the announcements forum
92,12:39:36,A037,Viewed the feedback on Homework 7 in Estonian
92,13:06:16,A057,Started Homework 8 in Estonian
92,13:06:56,A057,Viewed Week 9 study materials in Estonian
92,13:07:18,A057,Watched Week 11 lecture recording
92,13:08:16,A048,Read a post in the announcements forum
92,13:11:45,A082,Viewed Week 13 lecture slides
92,13:12:08,A082,Viewed Week 13 study materials in Estonian
92,13:12:13,A057,Watched Week 11 lecture recording
92,13:36:00,A057,Viewed Week 11 study materials in Estonian
92,13:36:10,A057,Viewed Week 10 study materials in Estonian
92,13:36:16,A011,Viewed the feedback on Homework 7 in Estonian
92,13:36:17,A057,Viewed Week 8 study materials in English
92,13:36:54,A020,Viewed the feedback on Homework 7 in Estonian
92,13:36:57,A057,Viewed Week 8 study materials in Estonian
92,13:37:40,A011,Started Homework 8 in Estonian
92,13:47:31,A056,Viewed the feedback on Homework 7 in English
92,13:58:50,A004,Watched Week 13 lecture recording
92,14:07:45,A005,Viewed sample solutions of Homework 7
92,14:10:03,A088,Viewed Week 12 study materials in Estonian
92,14:14:45,A046,Viewed Week 13 study materials in Estonian
92,14:19:51,A080,Viewed the feedback on Homework 7 in English
92,14:20:53,A055,Viewed Week 13 study materials in Estonian
92,14:21:39,A036,Started Homework 8 in Estonian
92,14:22:11,A088,Viewed the feedback on Homework 7 in Estonian
92,14:30:26,A055,Viewed Week 12 study materials in Estonian
92,14:32:14,A029,Viewed Week 13 study materials in Estonian
92,14:41:16,A065,Started Homework 8 in Estonian
92,14:41:41,A065,Viewed Week 8 study materials in Estonian
92,14:41:48,A087,Viewed Week 8 study materials in Estonian
92,14:45:00,A088,Viewed Week 13 study materials in Estonian
92,14:48:31,A057,Viewed Week 10 study materials in Estonian
92,14:49:03,A057,Viewed Week 11 study materials in Estonian
92,14:49:06,A057,Viewed Week 11 study materials in Estonian
92,14:50:11,A057,Viewed Week 12 study materials in Estonian
92,14:50:17,A057,Viewed Week 12 study materials in Estonian
92,14:50:23,A057,Viewed Week 12 study materials in Estonian
92,14:51:20,A057,Viewed Week 13 study materials in Estonian
92,14:53:07,A057,Viewed Week 11 study materials in Estonian
92,14:53:40,A036,Read a post in the announcements forum
92,14:54:11,A036,Viewed Week 8 study materials in Estonian
92,14:54:19,A036,Viewed Week 10 study materials in Estonian
92,14:54:31,A036,Viewed Week 11 study materials in Estonian
92,15:07:15,A065,Viewed Week 10 study materials in Estonian
92,15:09:59,A065,Viewed Week 11 study materials in Estonian
92,15:24:45,A065,Viewed Week 7 study materials in Estonian
92,16:17:59,A057,Watched Week 12 lecture recording
92,16:24:06,A068,Viewed the feedback on Homework 7 in English
92,16:24:24,A068,Viewed the feedback on Homework 7 in Estonian
92,16:34:15,A068,Viewed the feedback on Homework 2 in Estonian
92,16:42:06,A075,Viewed Week 10 study materials in Estonian
92,16:42:08,A075,Viewed Week 11 study materials in Estonian
92,16:42:48,A075,Viewed Week 9 study materials in Estonian
92,16:44:40,A055,Viewed Week 11 lecture slides
92,16:56:03,A077,Viewed Week 8 study materials in English
92,16:56:09,A077,Viewed Week 9 study materials in English
92,16:56:19,A077,Viewed Week 10 study materials in English
92,16:57:09,A014,Started Homework 8 in Estonian
92,17:02:47,A077,Viewed Week 10 study materials in English
92,17:03:16,A077,Viewed Week 11 study materials in English
92,17:03:22,A077,Viewed Week 12 study materials in English
92,17:57:29,A034,Started Homework 8 in Estonian
92,18:00:23,A015,Read a post in the announcements forum
92,18:04:21,A095,Viewed Week 11 study materials in Estonian
92,18:05:36,A034,Viewed Week 10 study materials in Estonian
92,18:05:38,A095,Viewed Week 10 study materials in Estonian
92,18:05:43,A034,Viewed Week 11 study materials in Estonian
92,18:05:47,A095,Viewed Week 8 study materials in Estonian
92,18:12:59,A095,Viewed Week 10 study materials in Estonian
92,18:13:18,A095,Viewed the dictionary of terms
92,18:19:12,A001,Started Homework 8 in Estonian
92,18:20:04,A096,Started Homework 8 in Estonian
92,18:20:12,A001,Viewed Week 11 study materials in Estonian
92,18:20:26,A032,Started Homework 8 in English
92,18:29:30,A055,Viewed Week 11 study materials in Estonian
92,18:31:19,A096,Viewed Week 11 study materials in Estonian
92,18:40:50,A091,Viewed Week 11 study materials in Estonian
92,18:41:01,A091,Started Homework 8 in Estonian
92,18:54:45,A038,Viewed past years' exams
92,18:56:08,A001,Viewed Week 12 study materials in Estonian
92,19:09:19,A095,Started Homework 8 in English
92,19:14:47,A001,Viewed Week 9 study materials in Estonian
92,19:14:53,A001,Viewed Week 9 study materials in Estonian
92,19:14:59,A001,Viewed Week 9 study materials in Estonian
92,19:34:27,A027,Watched Week 11 lecture recording
92,19:37:02,A091,Viewed Week 10 study materials in Estonian
92,19:39:40,A028,Read a post in the announcements forum
92,19:40:14,A028,Viewed the feedback on Homework 7 in Estonian
92,19:44:41,A091,Viewed Week 9 study materials in Estonian
92,19:46:39,A068,Submitted Homework 8 in Estonian
92,19:47:39,A068,Started Homework 9 in Estonian
92,19:55:28,A037,Viewed Week 11 study materials in Estonian
92,20:05:07,A088,Viewed sample solutions of Homework 7
92,20:06:38,A096,Submitted Homework 8 in Estonian
92,20:07:31,A027,Viewed Week 9 lecture slides
92,20:22:33,A027,Viewed Week 11 study materials in English
92,20:35:21,A040,Read a post in the announcements forum
92,20:42:15,A045,Read a post in the announcements forum
92,20:42:41,A045,Viewed the feedback on Homework 7 in English
